restaurant_name,n_reviews,average_rating,restaurant_address,zip_code,price_level,restaurant_url,Take_out,Credit_Cards,Reservations,Outdoor,Pets,Walkins,Parkings,Delivery,Wheelchair,Group,Vegetarian,Casual,Classy,Catering,Cuisine_1,Cuisine_2,Cuisine_3
Kona Jacks Fish Market & Sushi Bar,244,3.8,"9419 N Meridian St Indianapolis, IN 46260",46260,2,https://www.yelp.com/biz/kona-jacks-fish-market-and-sushi-bar-indianapolis-2?osq=Restaurants,1,1,1,1,1,0,0,0,1,0,1,0,0,0,Seafood,Seafood Markets,Sushi Bars
Yujo,256,4.4,"9431 N Meridian St Indianapolis, IN 46260",46260,2,https://www.yelp.com/biz/yujo-indianapolis?osq=Restaurants,1,0,0,0,1,1,0,1,0,0,1,0,0,0,Ramen,Bubble Tea,
K Town Korean BBQ & Hot Pot,116,4.1,"9350 Michigan Rd Indianapolis, IN 46268",46268,2,https://www.yelp.com/biz/k-town-korean-bbq-and-hot-pot-indianapolis?osq=Restaurants,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Korean,Hot Pot,Barbeque
Caplinger's Fresh Catch,3,5,"7620 N Michigan Road Indianapolis, IN 46268",46268,0,https://www.yelp.com/biz/caplingers-fresh-catch-indianapolis-8?osq=Restaurants,1,0,0,1,0,0,1,1,0,0,0,0,0,0,Seafood,Food Trucks,Sandwiches
Slim Chickens,30,3.8,"5730 W 86th St Indianapolis, IN 46278",46278,2,https://www.yelp.com/biz/slim-chickens-indianapolis-3?osq=Restaurants,1,1,0,0,1,1,0,1,0,0,0,0,0,0,Southern,Chicken Wings,American
Ted's Montana Grill - Traders Point,258,3.7,"5910 W 86th St Ste 134 Indianapolis, IN 46278",46278,2,https://www.yelp.com/biz/teds-montana-grill-traders-point-indianapolis?osq=Restaurants,1,0,1,0,0,1,1,1,0,0,1,0,0,0,American,Burgers,Steakhouses
Gatsby's,138,3.5,"6335 Intech Commons Dr Indianapolis, IN 46278",46278,2,https://www.yelp.com/biz/gatsbys-indianapolis-2?osq=Restaurants,1,0,0,0,0,1,0,1,0,1,0,0,0,1,Pubs,American,Sports Bars
Adel's Gyros,335,4.4,"10450 N College Ave Ste 100 Indianapolis, IN 46280",46280,1,https://www.yelp.com/biz/adels-gyros-indianapolis-2?osq=Restaurants,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Greek,Mediterranean,
Firebirds Wood Fired Grill,392,3.6,"9611 N Meridian St Indianapolis, IN 46290",46290,2,https://www.yelp.com/biz/firebirds-wood-fired-grill-indianapolis?osq=Restaurants,1,0,1,1,0,0,1,1,0,0,0,1,0,0,Wine Bars,Seafood,Steakhouses
Cedar Lake Kitchen,45,4.3,"10325 W 133rd Ave Cedar Lake, IN 46303",46303,0,https://www.yelp.com/biz/cedar-lake-kitchen-cedar-lake-2?osq=Restaurants,1,0,0,1,0,0,1,0,0,0,1,0,0,0,Breakfast & Brunch,,
Lighthouse Restaurant,542,3.9,"7501 Constitution Ave Cedar Lake, IN 46303",46303,3,https://www.yelp.com/biz/lighthouse-restaurant-cedar-lake?osq=Restaurants,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Seafood,American,Bars
Frank's Backyard BBQ,79,4.7,"13106 Wicker Ave Cedar Lake, IN 46303",46303,2,https://www.yelp.com/biz/franks-backyard-bbq-cedar-lake?osq=Restaurants,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Barbeque,,
El jimador,24,4.6,"13301 Lincoln Plz Wy Cedar Lake, IN 46303",46303,0,https://www.yelp.com/biz/el-jimador-cedar-lake?osq=Restaurants,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Mexican,,
Lucrezia Cafe & Catering,190,3.7,"428 S Calumet Rd Chesterton, IN 46304",46304,2,https://www.yelp.com/biz/lucrezia-cafe-and-catering-chesterton?osq=Restaurants,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Italian,,
Craft House,93,4,"711 Plaza Dr Chesterton, IN 46304",46304,0,https://www.yelp.com/biz/craft-house-chesterton?osq=Restaurants,1,1,1,0,0,0,0,0,0,0,0,0,0,0,American,Sports Bars,
219 Taproom,18,4.3,"109 S 3rd St Chesterton, IN 46304",46304,2,https://www.yelp.com/biz/219-taproom-chesterton?osq=Restaurants,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Beer Bar,Cideries,Tapas/Small Plates
Octave Grill,456,4.5,"105 S Calumet Rd Chesterton, IN 46304",46304,2,https://www.yelp.com/biz/octave-grill-chesterton?osq=Restaurants,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Bars,American,
Chesterton Brewery,88,4.3,"1050 Broadway Chesterton, IN 46304",46304,2,https://www.yelp.com/biz/chesterton-brewery-chesterton-2?osq=Restaurants,1,1,0,0,1,0,0,1,0,0,0,0,0,0,Breweries,American,Barbeque
Ivy's Bohemia House,206,4.4,"321 Broadway Chesterton, IN 46304",46304,2,https://www.yelp.com/biz/ivys-bohemia-house-chesterton?osq=Restaurants,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Mediterranean,Cocktail Bars,Modern European
Pizza Terra,33,4.5,"302 Melton Rd Burns Harbor, IN 46304",46304,0,https://www.yelp.com/biz/pizza-terra-burns-harbor?osq=Restaurants,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Italian,,
The Great Greek Mediterranean Grill - Crown Point,59,3.8,"146 East 109th Ave Crown Point, IN 46307",46307,2,https://www.yelp.com/biz/the-great-greek-mediterranean-grill-crown-point-crown-point?osq=Restaurants,1,1,0,0,1,0,0,1,1,0,1,0,0,0,Middle Eastern,Mediterranean,Greek
Fahrenheit Two Twelve,176,3.4,"10805 Broadway Crown Point, IN 46307",46307,0,https://www.yelp.com/biz/fahrenheit-two-twelve-crown-point-3?osq=Restaurants,1,1,1,1,0,0,0,1,0,0,0,0,0,0,New American,Barbeque,
Lucrezia Italian Ristorante,213,4,"302 S Main St Crown Point, IN 46307",46307,2,https://www.yelp.com/biz/lucrezia-italian-ristorante-crown-point?osq=Restaurants,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Italian,Wine Bars,
Provecho Latin Provisions,175,4.2,"110 S Main St Crown Point, IN 46307",46307,2,https://www.yelp.com/biz/provecho-latin-provisions-crown-point-2?osq=Restaurants,1,0,1,0,1,0,0,1,0,0,1,0,0,0,Latin American,Tapas Bars,Spanish
River Rock Restaurant,12,4.4,"1001 White Hawk Dr White Hawk Crown Point, IN 46307",46307,2,https://www.yelp.com/biz/river-rock-restaurant-crown-point-2?osq=Restaurants,1,1,1,0,1,1,0,0,0,0,0,0,0,0,American,Bars,
Tavern On Main,178,4,"136 S Main St Crown Point, IN 46307",46307,2,https://www.yelp.com/biz/tavern-on-main-crown-point?osq=Restaurants,1,0,1,0,1,0,0,0,0,0,1,0,0,1,Bars,American,Burgers
The Original Steaks and Hoagies Crown Point,1,2,"134 E 109th Ave Crown Point, IN 46307",46307,2,https://www.yelp.com/biz/the-original-steaks-and-hoagies-crown-point-crown-point,1,0,0,0,0,1,0,1,0,1,0,0,0,0,Cheesesteaks,Sandwiches,Fast Food
Square Roots,207,4.1,"108 N Main St Crown Point, IN 46307",46307,2,https://www.yelp.com/biz/square-roots-crown-point?osq=Restaurants,1,0,0,0,0,0,1,1,0,0,1,0,0,0,Gastropubs,,
Culinary Misfits,53,4,"208 S Main St Crown Point, IN 46307",46307,0,https://www.yelp.com/biz/culinary-misfits-crown-point?osq=Restaurants,1,0,0,0,0,0,1,1,0,1,0,0,0,0,New American,Bars,
B G Gators,30,4,"9021 E 109th Ave Crown Point, IN 46307",46307,0,https://www.yelp.com/biz/b-g-gators-crown-point?osq=Restaurants,1,1,0,0,0,0,0,1,0,1,1,0,0,0,Seafood,Lounges,American
El Jimador,88,3.9,"9071 E 109th Ave Crown Point, IN 46307",46307,0,https://www.yelp.com/biz/el-jimador-crown-point?osq=Restaurants,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Mexican,,
Jordy-N-Jacks,4,4.3,"5783 IN-10 De Motte, IN 46310",46310,0,https://www.yelp.com/biz/jordy-n-jacks-de-motte?osq=Restaurants,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bars,Barbeque,Desserts
Country Pride,6,2.7,"11166 IN-10 De Motte, IN 46310",46310,0,https://www.yelp.com/biz/country-pride-de-motte?osq=Restaurants,0,0,0,0,0,1,1,0,1,0,1,0,1,0,Burgers,,
Gentleman Tom's Hideaway,7,3,"5830 W 1250th N Demotte, IN 46310",46310,0,https://www.yelp.com/biz/gentleman-toms-hideaway-demotte?osq=Restaurants,1,1,0,0,0,0,1,0,0,1,1,0,0,0,Bars,American,
SP19,21,3.6,"10527 Bunker Dr De Motte, IN 46310",46310,0,https://www.yelp.com/biz/sp19-de-motte?osq=Restaurants,1,0,0,0,0,0,0,0,0,0,1,0,0,0,American,Bars,Breakfast & Brunch
KFC,9,3,"419 N Halleck St Demotte, IN 46310",46310,1,https://www.yelp.com/biz/kfc-demotte,1,1,0,0,0,0,0,1,0,0,1,0,0,1,Chicken Wings,Fast Food,Chicken Shop
Taco Bell,4,2.5,"1222 S Halleck St Demotte, IN 46310",46310,2,https://www.yelp.com/biz/taco-bell-demotte,1,1,0,0,0,0,1,0,0,1,0,0,0,0,Fast Food,Mexican,
Frankie's Village Restaurant,10,3.9,"10073 N State Rd 55 Roselawn, IN 46310",46310,0,https://www.yelp.com/biz/frankies-village-restaurant-roselawn?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,0,0,0,0,American,,
Grillin 'N' Chillin,2,5,"10600 N 400th E De Motte, IN 46310",46310,1,https://www.yelp.com/biz/grillin-n-chillin-de-motte?osq=Restaurants,1,1,1,0,1,0,0,0,0,0,0,0,0,0,Burgers,Hot Dogs,Wraps
POUR HOUSE Bar & Grill,13,2.4,"9031 N 1200th W De Motte, IN 46310",46310,0,https://www.yelp.com/biz/pour-house-bar-and-grill-de-motte?osq=Restaurants,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Bars,American,
Krispy Krunchy,13,3.8,"11750 Sr 10 W De Motte, IN 46310",46310,0,https://www.yelp.com/biz/krispy-krunchy-de-motte-2?osq=Restaurants,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Cajun/Creole,Breakfast & Brunch,Chicken Wings
Santa Fe Resturant And Bar,41,3.8,"14825 101st Ave Dyer, IN 46311",46311,0,https://www.yelp.com/biz/santa-fe-resturant-and-bar-dyer?osq=Restaurants,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Mexican,,
Little Italy,342,4.3,"1155 Joliet St Dyer, IN 46311",46311,2,https://www.yelp.com/biz/little-italy-dyer-3?osq=Restaurants,1,0,1,0,0,0,1,1,0,0,1,0,0,1,Italian,,
Burger Brothers,1,4,"777 Aldis Ave Ameristar East Chicago East Chicago, IN 46312",46312,2,https://www.yelp.com/biz/burger-brothers-east-chicago-2?osq=Restaurants,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Burgers,Soup,
Stadium Sports Bar & Grill,24,3.3,"777 Ameristar Blvd East Chicago, IN 46312",46312,0,https://www.yelp.com/biz/stadium-sports-bar-and-grill-east-chicago?osq=Restaurants,1,1,0,1,0,0,1,0,0,0,0,0,0,1,Sports Bars,New American,
Broadway Shrimp,12,4,"1919 Broadway St East Chicago, IN 46312",46312,0,https://www.yelp.com/biz/broadway-shrimp-east-chicago?osq=Restaurants,1,0,0,1,0,0,1,0,0,1,0,0,0,0,Seafood,,
Tania's Latin American Restaurant,82,4.4,"4714 Indianapolis Blvd East Chicago, IN 46312",46312,2,https://www.yelp.com/biz/tanias-latin-american-restaurant-east-chicago?osq=Restaurants,1,0,1,0,0,0,0,1,1,0,1,0,0,1,Latin American,,
El Paso Grill,6,4.3,"502 W Columbus Dr East Chicago, IN 46312",46312,2,https://www.yelp.com/biz/el-paso-grill-east-chicago?osq=Restaurants,1,1,0,0,0,0,1,1,0,0,1,0,0,1,New American,Mexican,
Bugatti's Steak & Pasta,34,3.9,"Ameristar Casino Hotel East Chicago 777 Ameristar Blvd East Chicago, IN 46312",46312,3,https://www.yelp.com/biz/bugattis-steak-and-pasta-east-chicago?osq=Restaurants,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Italian,Steakhouses,
El Michoacano,50,4.5,"2003 Broadway St East Chicago, IN 46312",46312,0,https://www.yelp.com/biz/el-michoacano-east-chicago?osq=Restaurants,1,1,0,1,1,0,0,0,0,1,0,0,0,0,Mexican,,
18th Street Brewery,206,4,"5417 N Oakley Ave Ste 1 Hammond, IN 46320",46320,0,https://www.yelp.com/biz/18th-street-brewery-hammond-2?osq=Restaurants,1,0,0,1,0,1,0,0,0,1,1,1,0,0,American,Brewpubs,
Johnel's Restaurant,84,3.5,"4145 Calumet Ave Hammond, IN 46320",46320,1,https://www.yelp.com/biz/johnels-restaurant-hammond?osq=Restaurants,1,1,0,0,1,1,0,0,0,1,0,0,0,0,American,Breakfast & Brunch,
Rosebud Steakhouse - Munster,79,3.9,"9601 Calumet Ave Munster, IN 46321",46321,0,https://www.yelp.com/biz/rosebud-steakhouse-munster-munster?osq=Restaurants,0,0,1,0,1,0,1,0,1,1,0,1,1,0,Steakhouses,,
Unbeatable Eatables Munster,2,5,"318 Ridge Rd Munster, IN 46321",46321,2,https://www.yelp.com/biz/unbeatable-eatables-munster-munster,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Sandwiches,Soup,
Bombers BBQ,780,4.3,"435 Ridge Rd Ste F Munster, IN 46321",46321,2,https://www.yelp.com/biz/bombers-bbq-munster-2?osq=Restaurants,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Barbeque,,
Mishkenut Mediterranean,349,4.4,"221 Ridge Rd Munster, IN 46321",46321,2,https://www.yelp.com/biz/mishkenut-mediterranean-munster?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Mediterranean,Middle Eastern,
The Harvest Room,239,4,"9625 Calumet Ave Munster, IN 46321",46321,0,https://www.yelp.com/biz/the-harvest-room-munster?osq=Restaurants,1,1,0,0,0,1,0,0,0,1,1,0,0,0,New American,Breakfast & Brunch,
Chiro’s Family Restaurant,33,3.6,"2040 45th St Highland, IN 46322",46322,2,https://www.yelp.com/biz/chiro-s-family-restaurant-highland,1,1,1,1,0,0,0,1,0,0,1,0,0,1,American,Breakfast & Brunch,Salad
Agora Mediterranean Grill,1,2,"3309 45th St Highland, IN 46322",46322,2,https://www.yelp.com/biz/agora-mediterranean-grill-highland,1,0,0,1,0,0,0,1,0,1,1,0,0,0,Greek,Mediterranean,Halal
Tradition's Restaurant & Pub,28,3.8,"2739 Hwy Ave Highland, IN 46322",46322,2,https://www.yelp.com/biz/traditions-restaurant-and-pub-highland?osq=Restaurants,1,1,0,0,1,0,0,0,0,1,0,0,0,1,New American,Pubs,
The Green Witch Cafe,42,4.9,"2845 Hwy Ave Highland, IN 46322",46322,2,https://www.yelp.com/biz/the-green-witch-cafe-highland-2?osq=Restaurants,1,1,0,0,1,0,0,1,0,0,1,0,0,1,Juice Bars & Smoothies,Sandwiches,Vegetarian
Kui Korean BBQ,109,4,"9628 Indianapolis Blvd Highland, IN 46322",46322,0,https://www.yelp.com/biz/kui-korean-bbq-highland?osq=Restaurants,1,1,0,0,0,0,0,1,0,1,1,0,0,1,Korean,,
R-Bar and Grill,85,3.8,"9521 Indianapolis Blvd Highland, IN 46322",46322,0,https://www.yelp.com/biz/r-bar-and-grill-highland?osq=Restaurants,1,1,1,1,0,1,1,0,0,0,0,0,0,1,Sports Bars,New American,Mediterranean
Asada Grill & Cantina,292,4.1,"2907 W 45th Ave Highland, IN 46322",46322,2,https://www.yelp.com/biz/asada-grill-and-cantina-highland-2?osq=Restaurants,1,0,0,1,0,0,1,1,0,0,1,0,0,0,Mexican,,
Sakura Bowl,61,4.3,"2813 Highway Ave Highland, IN 46322",46322,2,https://www.yelp.com/biz/sakura-bowl-highland?osq=Restaurants,1,0,1,0,0,0,1,0,0,0,1,0,0,0,Japanese,,
Koroke Asian Cuisine,43,4.4,"3901 45th St Highland, IN 46322",46322,2,https://www.yelp.com/biz/koroke-highland?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Chinese,Japanese,
Freddy's Steak House,152,3.3,"6442 Kennedy Ave Hammond, IN 46323",46323,2,https://www.yelp.com/biz/freddys-steak-house-hammond?osq=Restaurants,1,0,1,0,0,1,0,1,0,1,1,0,0,0,Steakhouses,,
Kennedy Cafe & House of Pancakes,28,4.3,"6818 Kennedy Ave Hammond, IN 46323",46323,0,https://www.yelp.com/biz/kennedy-cafe-and-house-of-pancakes-hammond?osq=Restaurants,1,1,0,0,0,1,1,1,0,0,0,0,0,0,Cafes,Pancakes,
The Grub Stop,4,5,"7010 Kennedy Ave Hammond, IN 46323",46323,2,https://www.yelp.com/biz/the-grub-stop-hammond?osq=Restaurants,1,1,0,0,0,1,0,1,1,0,1,0,0,0,Fast Food,,
Asian Kitchen,170,4.7,"6412A Calumet Ave Hammond, IN 46324",46324,1,https://www.yelp.com/biz/asian-kitchen-hammond?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Vietnamese,Chinese,
Flat Rock Tap,33,3.7,"6732 Calumet Ave Hammond, IN 46324",46324,0,https://www.yelp.com/biz/flat-rock-tap-hammond-2?osq=Restaurants,1,0,0,0,0,1,0,1,0,0,1,0,0,0,Pubs,Burgers,Breakfast & Brunch
Tzatziki Greek Street Food,237,4.2,"7231 Indianapolis Blvd Hammond, IN 46324",46324,2,https://www.yelp.com/biz/tzatziki-greek-street-food-hammond-2?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Greek,,
Rumors Restaurant & Bar,10,3.8,"12 W Moore St Hanna, IN 46340",46340,0,https://www.yelp.com/biz/rumors-restaurant-and-bar-hanna?osq=Restaurants,1,1,0,0,1,1,0,0,0,0,1,0,0,0,American,,
Wendy's,11,2.5,"18011 Colorado Street Hebron, IN 46341",46341,1,https://www.yelp.com/biz/wendys-hebron-2?osq=Restaurants,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Fast Food,Burgers,
Wana Pizza,16,3.8,"618 Front St Hebron, IN 46341",46341,2,https://www.yelp.com/biz/wana-pizza-hebron-hebron?osq=Restaurants,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Pizza,,
Tres Amigos,21,3.7,"816 Country Sq Plz Hebron, IN 46341",46341,2,https://www.yelp.com/biz/tres-amigos-hebron?osq=Restaurants,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Mexican,,
Country Kitchen,17,2.9,"120 N Main St Hebron, IN 46341",46341,1,https://www.yelp.com/biz/country-kitchen-hebron?osq=Restaurants,1,0,0,1,0,1,0,0,0,0,1,0,0,0,Breakfast & Brunch,American,
Bronko's,21,4,"725 S In 2 Hebron, IN 46341",46341,0,https://www.yelp.com/biz/bronkos-hebron?osq=Restaurants,0,0,0,1,1,0,1,0,1,0,0,0,1,0,Pizza,,
Litehouse Whole Food Grill-Hobart,18,4.7,"1403 S Lake Park Ave Hobart, IN 46342",46342,2,https://www.yelp.com/biz/litehouse-whole-food-grill-hobart-hobart-2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Mexican,Vegetarian,Caterers
Yo Mama's,42,3.9,"7776 E 37th Ave Hobart, IN 46342",46342,2,https://www.yelp.com/biz/yo-mamas-hobart?osq=Restaurants,1,1,0,0,0,0,0,0,0,0,1,1,0,0,American,Breakfast & Brunch,
Cafe 339,232,4.6,"339 Main St Hobart, IN 46342",46342,0,https://www.yelp.com/biz/cafe-339-hobart?osq=Restaurants,1,0,0,1,0,0,1,1,1,0,1,0,0,1,Coffee & Tea,Breakfast & Brunch,American
Montego Bay Grille,109,4.7,"322 Main St Hobart, IN 46342",46342,2,https://www.yelp.com/biz/montego-bay-grille-hobart?osq=Restaurants,1,0,1,1,0,1,0,1,0,0,1,0,0,0,Caribbean,Bars,
The Caribbean on Lake George Restaurant and Bar,4,5,"438 E 4th St Hobart, IN 46342",46342,2,https://www.yelp.com/biz/the-caribbean-on-lake-george-restaurant-and-bar-hobart?osq=Restaurants,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Caribbean,Cocktail Bars,
Granger’s at the Clock Tower,14,4.4,"437 E. 3rd Street Hobart, IN 46342",46342,2,https://www.yelp.com/biz/granger-s-at-the-clock-tower-hobart?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Barbeque,Sports Bars,Sandwiches
Taco Bell,27,1.4,"4681 West 61st Avenue Hobart, IN 46342",46342,1,https://www.yelp.com/biz/taco-bell-hobart,1,1,0,0,0,0,0,1,0,0,1,0,0,0,Fast Food,Mexican,
Subway,2,3,"224 S Main St Kouts, IN 46347",46347,1,https://www.yelp.com/biz/subway-kouts-2?osq=Restaurants,1,0,0,1,0,1,1,0,1,0,1,0,0,0,Fast Food,Sandwiches,
Cronies,26,4.2,"310 S Main St Kouts, IN 46347",46347,0,https://www.yelp.com/biz/cronies-kouts?osq=Restaurants,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Pubs,American,
The BurgerBar and grill,10,4.2,"821 E Lincolnway La Porte, IN 46350",46350,1,https://www.yelp.com/biz/the-burgerbar-and-grill-la-porte?osq=Restaurants,1,1,1,0,1,0,0,1,1,0,0,0,0,1,American,Bars,
Fresco,9,4.9,"706 Jefferson Ave La Porte, IN 46350",46350,2,https://www.yelp.com/biz/fresco-la-porte?osq=Restaurants,1,1,0,1,1,0,0,0,0,0,0,0,0,0,New American,Breakfast & Brunch,
Bistro On The Greens,79,4.5,"299 W Johnson Rd La Porte, IN 46350",46350,2,https://www.yelp.com/biz/bistro-on-the-greens-la-porte?osq=Restaurants,1,0,1,1,1,0,0,0,1,1,1,0,0,1,Cajun/Creole,American,Comfort Food
Trattoria Enzo,98,4.4,"601 Michigan Ave Laporte, IN 46350",46350,2,https://www.yelp.com/biz/trattoria-enzo-laporte?osq=Restaurants,1,0,1,1,1,0,1,0,1,1,1,1,0,1,Italian,,
Royale with Cheese: LaPorte,7,4.6,"709 Michigan Ave La Porte, IN 46350",46350,0,https://www.yelp.com/biz/royale-with-cheese-laporte-la-porte?osq=Restaurants,1,0,0,0,0,1,1,0,0,1,1,1,0,1,Burgers,Salad,Sandwiches
Portofino Grill,56,4.4,"3233 N State Rd 39 La Porte, IN 46350",46350,2,https://www.yelp.com/biz/portofino-grill-la-porte?osq=Restaurants,1,0,1,0,0,0,0,0,0,1,0,0,0,1,American,,
Bare Bones Gastropub,57,4.6,"518 Lincolnway La Porte, IN 46350",46350,2,https://www.yelp.com/biz/bare-bones-gastropub-la-porte-2?osq=Restaurants,1,0,0,0,1,0,0,0,1,0,1,0,0,1,Gastropubs,,
Subway,3,4,"216 Pine Lake Ave La Porte, IN 46350",46350,1,https://www.yelp.com/biz/subway-la-porte-11,1,0,0,0,1,0,0,1,1,0,0,0,0,1,Fast Food,Sandwiches,
Mucho Mas!,234,4.3,"609 Lincolnway La Porte, IN 46350",46350,1,https://www.yelp.com/biz/mucho-mas-la-porte-2?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,1,0,0,1,Tex-Mex,Mexican,Vegetarian
Mexico Lindo Mexican Restaurant Bar & Grill 3,10,3.7,"1628 E Commercial Ave Lowell, IN 46356",46356,2,https://www.yelp.com/biz/mexico-lindo-mexican-restaurant-bar-and-grill-3-lowell,1,1,0,1,0,0,0,1,0,0,1,0,0,1,Bars,Mexican,Seafood
The Dam Bar & Grill,57,4.1,"4665 W Main St Lowell, IN 46356",46356,0,https://www.yelp.com/biz/the-dam-bar-and-grill-lowell?osq=Restaurants,1,1,1,1,0,1,0,0,0,0,0,0,0,1,Bars,New American,
Lake Dale Ale,13,3.8,"5512 W Main St Lowell, IN 46356",46356,2,https://www.yelp.com/biz/lake-dale-ale-lowell?osq=Restaurants,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Sandwiches,Pizza,Dive Bars
Lucy's BBQ,8,3.4,"241 N Liberty St Lowell, IN 46356",46356,2,https://www.yelp.com/biz/lucys-bbq-lowell?osq=Restaurants,1,1,0,0,0,0,0,1,1,0,1,0,0,0,Barbeque,,
Athens Grill,28,3.7,"116 Mill St Lowell, IN 46356",46356,0,https://www.yelp.com/biz/athens-grill-lowell?osq=Restaurants,1,0,0,1,1,0,0,1,1,0,1,0,0,0,Restaurants,,
Dee’s Corner,8,3.6,"1336 E Commercial Ave Lowell, IN 46356",46356,0,https://www.yelp.com/biz/dee-s-corner-lowell?osq=Restaurants,0,0,0,0,0,0,0,0,0,0,1,0,1,0,New American,,
Bearski’s Pub & Eatery,9,3.8,"151 Deanna Dr Ste B Lowell, IN 46356",46356,2,https://www.yelp.com/biz/bearski-s-pub-and-eatery-lowell?osq=Restaurants,1,1,0,1,0,0,1,0,1,0,0,0,0,0,Pubs,American,
McVey's Restaurant & Bar,93,4,"312 E Commercial Ave Lowell, IN 46356",46356,0,https://www.yelp.com/biz/mcveys-restaurant-and-bar-lowell?osq=Restaurants,1,1,1,0,1,0,0,0,0,0,0,1,0,1,American,,
Loven Oven Pizzeria,31,3.9,"1000 E Commercial Ave Lowell, IN 46356",46356,2,https://www.yelp.com/biz/loven-oven-pizzeria-lowell,1,1,0,0,0,0,1,1,1,0,1,0,0,0,Pizza,Sandwiches,Salad
Franklin Street Family Restaurant,,,"3940 Franklin St Michigan City, IN 46360",46360,2,https://www.yelp.com/biz/franklin-street-family-restaurant-michigan-city,1,1,1,0,1,0,0,0,0,0,0,0,0,0,Breakfast & Brunch,Salad,Soup
Dune Billies Beach Cafe,189,4.7,"201 Center St Michigan City, IN 46360",46360,0,https://www.yelp.com/biz/dune-billies-beach-cafe-michigan-city?osq=Restaurants,1,0,0,0,0,1,0,1,1,0,0,0,0,0,Bakeries,Breakfast & Brunch,Delis
Royale with Cheese,145,4.5,"827 Franklin St Michigan City, IN 46360",46360,0,https://www.yelp.com/biz/royale-with-cheese-michigan-city?osq=Restaurants,1,0,0,0,0,1,0,1,0,0,1,0,0,1,Burgers,,
Hammer's,54,3.8,"2134 E US Hwy 20 Michigan City, IN 46360",46360,0,https://www.yelp.com/biz/hammers-michigan-city?osq=Restaurants,1,1,1,0,1,0,1,0,1,0,1,0,0,1,Diners,Bars,
The Brewery Lodge & Supper Club,54,3.8,"5727 N 600 W Michigan City, IN 46360",46360,2,https://www.yelp.com/biz/the-brewery-lodge-and-supper-club-michigan-city?osq=Restaurants,1,1,1,0,1,1,0,0,1,0,0,1,0,0,Hotels & Travel,Supper Clubs,Day Spas
Vita del Lago,17,4.3,"521 Franklin St Michigan City, IN 46360",46360,2,https://www.yelp.com/biz/vita-del-lago-michigan-city?osq=Restaurants,1,1,0,1,0,0,0,0,0,0,0,0,0,1,Italian,,
Cool Runnings,204,4.4,"501 Center St Michigan City, IN 46360",46360,0,https://www.yelp.com/biz/cool-runnings-michigan-city?osq=Restaurants,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Caribbean,,
Shoreline Brewery & Restaurant,777,3.9,"208 Wabash St Michigan City, IN 46360",46360,2,https://www.yelp.com/biz/shoreline-brewery-and-restaurant-michigan-city?osq=Restaurants,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Breweries,American,
Leeds Public House,161,4.5,"401 Franklin St Michigan City, IN 46360",46360,2,https://www.yelp.com/biz/leeds-public-house-michigan-city?osq=Restaurants,1,0,1,1,0,0,0,1,0,0,1,0,0,0,Gastropubs,American,
Subway,7,2.4,"2315 E Michigan Blvd Michigan City, IN 46360",46360,1,https://www.yelp.com/biz/subway-michigan-city-10,1,0,0,0,0,0,0,1,1,0,1,0,0,0,Sandwiches,Fast Food,
